od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
upper east side south-lenox hill west,4,4,9,0.0002006978263421918,0.00020821134654673386,0.09592326139088729,0.09874917709019092,0.06313769261088824
upper east side south-lenox hill west,5,10,14,0.0005017445658554796,0.00032388431685047487,0.2398081534772182,0.15360983102918588,0.06313769261088824
upper east side south-lenox hill west,6,33,59,0.0016557570673230823,0.0013649410495841442,0.7913669064748201,0.6473557164801405,0.06313769261088824
upper east side south-lenox hill west,7,57,187,0.0028599440253762333,0.004326169089359915,1.3669064748201438,2.0517884573184113,0.06313769261088824
upper east side south-lenox hill west,8,119,270,0.005970760333680206,0.006246340396402016,2.853717026378897,2.9624753127057275,0.06313769261088824
upper east side south-lenox hill west,9,158,293,0.007927564140516576,0.006778436059799223,3.7889688249400475,3.2148343208251045,0.06313769261088824
upper east side south-lenox hill west,10,196,353,0.009834193490767399,0.008166511703444117,4.700239808153477,3.8731621680930437,0.06313769261088824
upper east side south-lenox hill west,11,209,505,0.010486461426379521,0.011682970000677844,5.011990407673861,5.54092604783849,0.06313769261088824
upper east side south-lenox hill west,12,283,556,0.014199371213710071,0.012862834297776004,6.786570743405276,6.100504718016238,0.06313769261088824
upper east side south-lenox hill west,13,252,519,0.012643963059558082,0.012006854317528319,6.043165467625899,5.6945358788676765,0.06313769261088824
upper east side south-lenox hill west,14,322,613,0.01615617502054644,0.014181506159238648,7.721822541966426,6.7259161729207815,0.06313769261088824
upper east side south-lenox hill west,15,333,589,0.016708094042987467,0.013626275901780692,7.985611510791367,6.462585034013606,0.06313769261088824
upper east side south-lenox hill west,16,301,651,0.015102511432249933,0.015060620733547083,7.218225419664269,7.142857142857142,0.06313769261088824
upper east side south-lenox hill west,17,324,752,0.016256523933717536,0.01739721473368265,7.76978417266187,8.251042352424841,0.06313769261088824
upper east side south-lenox hill west,18,369,836,0.018514374480067194,0.0193405206347855,8.848920863309353,9.172701338599957,0.06313769261088824
upper east side south-lenox hill west,19,287,639,0.014400069040052262,0.014783005604818104,6.882494004796164,7.011191573403555,0.06313769261088824
upper east side south-lenox hill west,20,266,689,0.013346405451755753,0.015939735307855515,6.378896882494005,7.559798112793505,0.06313769261088824
upper east side south-lenox hill west,21,320,679,0.016055826107375347,0.01570838936724803,7.673860911270983,7.450076804915515,0.06313769261088824
upper east side south-lenox hill west,22,186,514,0.00933244892491192,0.011891181347224576,4.460431654676259,5.6396752249286815,0.06313769261088824
upper east side south-lenox hill west,23,86,240,0.004315003266357123,0.005552302574579569,2.062350119904077,2.633311389071758,0.06313769261088824
lincoln square east-upper east side north,0,26,88,0.0013045358712242467,0.0020358442773458422,0.6324495256628557,1.0361474155186625,0.06440936105951636
lincoln square east-upper east side north,1,7,30,0.00035122119609883566,0.0006940378218224461,0.17027487229384577,0.35323207347227126,0.06440936105951636
lincoln square east-upper east side north,2,3,11,0.00015052336975664385,0.0002544805346682303,0.07297494526879104,0.12951842693983281,0.06440936105951636
lincoln square east-upper east side north,3,0,3,0.0,6.940378218224462e-05,0.0,0.035323207347227124,0.06440936105951636
lincoln square east-upper east side north,4,1,7,5.017445658554795e-05,0.00016194215842523744,0.024324981756263683,0.08242081714352996,0.06440936105951636
lincoln square east-upper east side north,5,3,13,0.00015052336975664385,0.0003007497227897267,0.07297494526879104,0.15306723183798424,0.06440936105951636
lincoln square east-upper east side north,6,17,55,0.0008529657619543152,0.0012724026733411512,0.4135246898564826,0.647592134699164,0.06440936105951636
lincoln square east-upper east side north,7,146,164,0.0073254706614900005,0.003794073425962706,3.5514473364144976,1.9310020016484162,0.06440936105951636
lincoln square east-upper east side north,8,151,262,0.00757634294441774,0.00606126364391603,3.673072245195816,3.084893441657836,0.06440936105951636
lincoln square east-upper east side north,9,159,303,0.007977738597102123,0.007009782000406707,3.867672099245926,3.5676439420699397,0.06440936105951636
lincoln square east-upper east side north,10,169,366,0.008479483162957603,0.008467261426233844,4.110921916808563,4.30943129636171,0.06440936105951636
lincoln square east-upper east side north,11,180,384,0.009031402185398631,0.008883684119327311,4.378496716127462,4.521370540445072,0.06440936105951636
lincoln square east-upper east side north,12,201,393,0.010085065773695138,0.009091895465874045,4.889321333009001,4.627340162486754,0.06440936105951636
lincoln square east-upper east side north,13,220,457,0.011038380448820549,0.01057250948576193,5.35149598637801,5.3809019192275995,0.06440936105951636
lincoln square east-upper east side north,14,264,535,0.013246056538584659,0.01237700782250029,6.421795183653613,6.299305310255504,0.06440936105951636
lincoln square east-upper east side north,15,256,537,0.012844660885900276,0.012423277010621786,6.227195329603503,6.322854115153656,0.06440936105951636
lincoln square east-upper east side north,16,238,517,0.011941520667360412,0.011960585129406821,5.789345657990756,6.087366066172142,0.06440936105951636
lincoln square east-upper east side north,17,268,567,0.013446754364926853,0.013117314832444233,6.519095110678667,6.676086188625928,0.06440936105951636
lincoln square east-upper east side north,18,259,659,0.01299518425565692,0.015245697486033067,6.300170274872293,7.759331213940893,0.06440936105951636
lincoln square east-upper east side north,19,212,510,0.010636984796136166,0.011798642970981585,5.1568961323279,6.004945249028612,0.06440936105951636
lincoln square east-upper east side north,20,241,540,0.012092044037117056,0.012492680792804032,5.862320603259548,6.358177322500882,0.06440936105951636
lincoln square east-upper east side north,21,468,743,0.02348164568203644,0.01718900338713592,11.384091461931403,8.748381019663253,0.06440936105951636
lincoln square east-upper east side north,22,492,932,0.024685832640089594,0.021561441664617327,11.967891024081732,10.973743082538562,0.06440936105951636
lincoln square east-upper east side north,23,130,417,0.006522679356121233,0.009647125723332001,3.162247628314279,4.9099258212645704,0.06440936105951636
upper west side north-upper west side south,0,19,46,0.000953314675125411,0.0010641913267944174,0.465230166503428,0.5043306654972043,0.06444919276060099
upper west side north-upper west side south,1,7,16,0.00035122119609883566,0.00037015350497197127,0.1714005876591577,0.17541936191207105,0.06444919276060099
upper west side north-upper west side south,2,0,10,0.0,0.00023134594060748203,0.0,0.1096371011950444,0.06444919276060099
upper west side north-upper west side south,3,1,13,5.017445658554795e-05,0.0003007497227897267,0.024485798237022526,0.14252823155355773,0.06444919276060099
upper west side north-upper west side south,4,0,7,0.0,0.00016194215842523744,0.0,0.07674597083653108,0.06444919276060099
upper west side north-upper west side south,5,10,32,0.0005017445658554796,0.0007403070099439425,0.2448579823702253,0.3508387238241421,0.06444919276060099
upper west side north-upper west side south,6,23,108,0.0011540125014676027,0.0024985361585608064,0.5631733594515181,1.1840806929064795,0.06444919276060099
upper west side north-upper west side south,7,99,255,0.0049672712019692465,0.0058993214854907924,2.42409402546523,2.7957460804736325,0.06444919276060099
upper west side north-upper west side south,8,247,391,0.012393090776630344,0.009045626277752548,6.0479921645445645,4.286810656726236,0.06444919276060099
upper west side north-upper west side south,9,231,456,0.011590299471261577,0.010549374891701182,5.656219392752203,4.999451814494025,0.06444919276060099
upper west side north-upper west side south,10,264,561,0.013246056538584659,0.012978507268079743,6.464250734573946,6.150641377041991,0.06444919276060099
upper west side north-upper west side south,11,267,595,0.013396579908341302,0.01376508346614518,6.537708129285015,6.523407521105142,0.06444919276060099
upper west side north-upper west side south,12,276,618,0.013848150017611234,0.01429717912954239,6.758080313418217,6.775572853853744,0.06444919276060099
upper west side north-upper west side south,13,246,621,0.012342916320044797,0.014366582911724636,6.023506366307542,6.808463984212257,0.06444919276060099
upper west side north-upper west side south,14,286,692,0.014349894583466714,0.016009139090037757,7.002938295788443,7.586887402697072,0.06444919276060099
upper west side north-upper west side south,15,322,763,0.01615617502054644,0.01765169526835088,7.884427032321254,8.365310821181888,0.06444919276060099
upper west side north-upper west side south,16,291,638,0.014600766866394452,0.014759871010757356,7.125367286973555,6.994847056243833,0.06444919276060099
upper west side north-upper west side south,17,375,772,0.01881542121958048,0.017859906614897614,9.182174338883447,8.463984212257428,0.06444919276060099
upper west side north-upper west side south,18,401,783,0.02011995709080473,0.018114387149565845,9.818805093046032,8.584585023571977,0.06444919276060099
upper west side north-upper west side south,19,275,549,0.013797975561025686,0.012700892139350765,6.733594515181195,6.0190768556079375,0.06444919276060099
upper west side north-upper west side south,20,183,417,0.009181925555155275,0.009647125723332001,4.4809010773751226,4.571867119833352,0.06444919276060099
upper west side north-upper west side south,21,125,361,0.006271807073193494,0.008351588455930103,3.060724779627816,3.9578993531411024,0.06444919276060099
upper west side north-upper west side south,22,101,299,0.005067620115140343,0.006917243624163713,2.4730656219392753,3.278149325731828,0.06444919276060099
upper west side north-upper west side south,23,35,118,0.001756105980494178,0.0027298820991682885,0.8570029382957884,1.2937177941015239,0.06444919276060099
upper east side south-lincoln square east,0,23,70,0.0011540125014676027,0.0016194215842523744,0.5679012345679012,0.8242081714352997,0.06766749087483812
upper east side south-lincoln square east,1,9,22,0.0004515701092699315,0.0005089610693364606,0.2222222222222222,0.25903685387966563,0.06766749087483812
upper east side south-lincoln square east,2,5,11,0.0002508722829277398,0.0002544805346682303,0.12345679012345678,0.12951842693983281,0.06766749087483812
upper east side south-lincoln square east,3,1,10,5.017445658554795e-05,0.00023134594060748203,0.02469135802469136,0.11774402449075709,0.06766749087483812
upper east side south-lincoln square east,4,2,11,0.0001003489131710959,0.0002544805346682303,0.04938271604938272,0.12951842693983281,0.06766749087483812
upper east side south-lincoln square east,5,4,7,0.0002006978263421918,0.00016194215842523744,0.09876543209876544,0.08242081714352996,0.06766749087483812
upper east side south-lincoln square east,6,15,35,0.0007526168487832193,0.0008097107921261872,0.3703703703703704,0.41210408571764984,0.06766749087483812
upper east side south-lincoln square east,7,76,154,0.003813258700501644,0.0035627274853552234,1.876543209876543,1.8132579771576594,0.06766749087483812
upper east side south-lincoln square east,8,103,190,0.005167969028311439,0.004395572871542159,2.54320987654321,2.237136465324385,0.06766749087483812
upper east side south-lincoln square east,9,117,295,0.00587041142050911,0.006824705247920721,2.888888888888889,3.473448722477334,0.06766749087483812
upper east side south-lincoln square east,10,180,349,0.009031402185398631,0.008073973327201124,4.444444444444445,4.109266454727423,0.06766749087483812
upper east side south-lincoln square east,11,222,426,0.011138729361991645,0.009855337069878735,5.481481481481482,5.015895443306253,0.06766749087483812
upper east side south-lincoln square east,12,263,569,0.01319588208199911,0.013163584020565729,6.493827160493828,6.699634993524079,0.06766749087483812
upper east side south-lincoln square east,13,246,507,0.012342916320044797,0.01172923918879934,6.074074074074074,5.969622041681385,0.06766749087483812
upper east side south-lincoln square east,14,267,597,0.013396579908341302,0.01381135265426668,6.592592592592593,7.029318262098198,0.06766749087483812
